flags,instruction,category,intent,response
B,"hello, please cancel the purchase i just made please",ORDER,cancel_order,Orders can be cancelled from Orders > Cancel within 60 minutes of purchase; after that contact support for a return.
BQ,hey there how much is express delivery please,DELIVERY,delivery_options,"Standard delivery is 3-5 business days, express is next business day; options and costs are shown at checkout."
BQ,"i need help, help me create a new profile please",ACCOUNT,create_account,Create an account from Sign Up with an email address; you will receive a verification link to activate it.
BL,"i need help, i want to open an account",ACCOUNT,create_account,Create an account from Sign Up with an email address; you will receive a verification link to activate it.
B,"i need help, i want a refund for order {{Order Number}} asap",REFUND,get_refund,Refunds are issued to the original payment method within 5-7 business days of the returned item being received.
BL,"i need help, when will my refund of {{Refund Amount}} arrive please",REFUND,get_refund,Refunds are issued to the original payment method within 5-7 business days of the returned item being received.
BM,hi delivery times to my area thanks,DELIVERY,delivery_options,"Standard delivery is 3-5 business days, express is next business day; options and costs are shown at checkout."
BQ,"i need help, how much is express delivery",DELIVERY,delivery_options,"Standard delivery is 3-5 business days, express is next business day; options and costs are shown at checkout."
BL,hey there why is my payment not going through?,PAYMENT,payment_issue,Failed payments are usually an issuer block or an address mismatch; retry with a different method or contact your bank.
B,"i need help, my payment failed asap",PAYMENT,payment_issue,Failed payments are usually an issuer block or an address mismatch; retry with a different method or contact your bank.
BL,i was charged but never received the item please,REFUND,get_refund,Refunds are issued to the original payment method within 5-7 business days of the returned item being received.
B,hi my payment failed,PAYMENT,payment_issue,Failed payments are usually an issuer block or an address mismatch; retry with a different method or contact your bank.
B,"i need help, when will my refund of {{Refund Amount}} arrive thanks",REFUND,get_refund,Refunds are issued to the original payment method within 5-7 business days of the returned item being received.
BL,please cannot log into my account!,ACCOUNT,recover_password,Use Forgot Password on the sign-in page; the reset link is valid for 30 minutes and may land in spam.
BQ,hi my payment failed asap,PAYMENT,payment_issue,Failed payments are usually an issuer block or an address mismatch; retry with a different method or contact your bank.
BM,"i need help, registration help!",ACCOUNT,create_account,Create an account from Sign Up with an email address; you will receive a verification link to activate it.
BM,"hello, how do i reset my password asap",ACCOUNT,recover_password,Use Forgot Password on the sign-in page; the reset link is valid for 30 minutes and may land in spam.
B,please unsubscribe me from the newsletter asap,SUBSCRIPTION,manage_newsletter,"Email preferences live under Account > Communications, and every newsletter carries a one-click unsubscribe link."
BM,hi double charge on my account please,PAYMENT,payment_issue,Failed payments are usually an issuer block or an address mismatch; retry with a different method or contact your bank.
BQ,sign me up for an account,ACCOUNT,create_account,Create an account from Sign Up with an email address; you will receive a verification link to activate it.
BM,hey there what shipping options do you offer please,DELIVERY,delivery_options,"Standard delivery is 3-5 business days, express is next business day; options and costs are shown at checkout."
B,"i need help, cannot log into my account?",ACCOUNT,recover_password,Use Forgot Password on the sign-in page; the reset link is valid for 30 minutes and may land in spam.
B,can you tell me where my package is?,ORDER,track_order,You can track your order in the Orders section of your account; a live tracking link is also emailed at dispatch.
BL,cannot log into my account!,ACCOUNT,recover_password,Use Forgot Password on the sign-in page; the reset link is valid for 30 minutes and may land in spam.
BQ,"hello, too many promotional emails!",SUBSCRIPTION,manage_newsletter,"Email preferences live under Account > Communications, and every newsletter carries a one-click unsubscribe link."
BQ,"hello, i need to recover access to my account!",ACCOUNT,recover_password,Use Forgot Password on the sign-in page; the reset link is valid for 30 minutes and may land in spam.
BQ,refund status please!,REFUND,get_refund,Refunds are issued to the original payment method within 5-7 business days of the returned item being received.
BQ,"i need help, how do i subscribe to your newsletter thanks",SUBSCRIPTION,manage_newsletter,"Email preferences live under Account > Communications, and every newsletter carries a one-click unsubscribe link."
BQ,problem paying with my credit card,PAYMENT,payment_issue,Failed payments are usually an issuer block or an address mismatch; retry with a different method or contact your bank.
BL,"hello, stop sending me marketing emails!",SUBSCRIPTION,manage_newsletter,"Email preferences live under Account > Communications, and every newsletter carries a one-click unsubscribe link."
BM,please is next day shipping available!,DELIVERY,delivery_options,"Standard delivery is 3-5 business days, express is next business day; options and costs are shown at checkout."
BL,"i need help, can you tell me where my package is please",ORDER,track_order,You can track your order in the Orders section of your account; a live tracking link is also emailed at dispatch.
BQ,"i need help, is next day shipping available thanks",DELIVERY,delivery_options,"Standard delivery is 3-5 business days, express is next business day; options and costs are shown at checkout."
BM,"hello, can i stop my order from shipping?",ORDER,cancel_order,Orders can be cancelled from Orders > Cancel within 60 minutes of purchase; after that contact support for a return.
BM,"hello, password reset email not arriving?",ACCOUNT,recover_password,Use Forgot Password on the sign-in page; the reset link is valid for 30 minutes and may land in spam.
BL,hey there i want to open an account?,ACCOUNT,create_account,Create an account from Sign Up with an email address; you will receive a verification link to activate it.
BQ,please how much is express delivery!,DELIVERY,delivery_options,"Standard delivery is 3-5 business days, express is next business day; options and costs are shown at checkout."
B,hey there i want to check the status of order {{Order Number}} please,ORDER,track_order,You can track your order in the Orders section of your account; a live tracking link is also emailed at dispatch.
BL,please cannot log into my account!,ACCOUNT,recover_password,Use Forgot Password on the sign-in page; the reset link is valid for 30 minutes and may land in spam.
BQ,hey there please cancel the purchase i just made asap,ORDER,cancel_order,Orders can be cancelled from Orders > Cancel within 60 minutes of purchase; after that contact support for a return.
BM,change my email preferences asap,SUBSCRIPTION,manage_newsletter,"Email preferences live under Account > Communications, and every newsletter carries a one-click unsubscribe link."
BQ,hi track order {{Order Number}} thanks,ORDER,track_order,You can track your order in the Orders section of your account; a live tracking link is also emailed at dispatch.
BQ,"i need help, problem paying with my credit card?",PAYMENT,payment_issue,Failed payments are usually an issuer block or an address mismatch; retry with a different method or contact your bank.
BM,"hello, locked out of my profile?",ACCOUNT,recover_password,Use Forgot Password on the sign-in page; the reset link is valid for 30 minutes and may land in spam.
BL,"hello, registration help please",ACCOUNT,create_account,Create an account from Sign Up with an email address; you will receive a verification link to activate it.
B,please track order {{Order Number}} asap,ORDER,track_order,You can track your order in the Orders section of your account; a live tracking link is also emailed at dispatch.
BM,hi delivery times to my area?,DELIVERY,delivery_options,"Standard delivery is 3-5 business days, express is next business day; options and costs are shown at checkout."
BQ,please my payment failed asap,PAYMENT,payment_issue,Failed payments are usually an issuer block or an address mismatch; retry with a different method or contact your bank.
BQ,"hello, what shipping options do you offer",DELIVERY,delivery_options,"Standard delivery is 3-5 business days, express is next business day; options and costs are shown at checkout."
BM,"i need help, the card was declined at checkout please",PAYMENT,payment_issue,Failed payments are usually an issuer block or an address mismatch; retry with a different method or contact your bank.
BQ,"i need help, i forgot my password thanks",ACCOUNT,recover_password,Use Forgot Password on the sign-in page; the reset link is valid for 30 minutes and may land in spam.
B,hi stop sending me marketing emails please,SUBSCRIPTION,manage_newsletter,"Email preferences live under Account > Communications, and every newsletter carries a one-click unsubscribe link."
BM,hey there i want to check the status of order {{Order Number}},ORDER,track_order,You can track your order in the Orders section of your account; a live tracking link is also emailed at dispatch.
BL,hey there too many promotional emails thanks,SUBSCRIPTION,manage_newsletter,"Email preferences live under Account > Communications, and every newsletter carries a one-click unsubscribe link."
BM,hey there problem paying with my credit card,PAYMENT,payment_issue,Failed payments are usually an issuer block or an address mismatch; retry with a different method or contact your bank.
BQ,please sign me up for an account asap,ACCOUNT,create_account,Create an account from Sign Up with an email address; you will receive a verification link to activate it.
B,hi the card was declined at checkout?,PAYMENT,payment_issue,Failed payments are usually an issuer block or an address mismatch; retry with a different method or contact your bank.
BL,"i need help, has my parcel shipped yet please",ORDER,track_order,You can track your order in the Orders section of your account; a live tracking link is also emailed at dispatch.
B,hey there can you tell me where my package is asap,ORDER,track_order,You can track your order in the Orders section of your account; a live tracking link is also emailed at dispatch.
B,please where is my order {{Order Number}},ORDER,track_order,You can track your order in the Orders section of your account; a live tracking link is also emailed at dispatch.
BM,hi unsubscribe me from the newsletter please,SUBSCRIPTION,manage_newsletter,"Email preferences live under Account > Communications, and every newsletter carries a one-click unsubscribe link."
BL,hi stop sending me marketing emails?,SUBSCRIPTION,manage_newsletter,"Email preferences live under Account > Communications, and every newsletter carries a one-click unsubscribe link."
BM,"i need help, unsubscribe me from the newsletter asap",SUBSCRIPTION,manage_newsletter,"Email preferences live under Account > Communications, and every newsletter carries a one-click unsubscribe link."
BM,hey there status of my delivery please please,ORDER,track_order,You can track your order in the Orders section of your account; a live tracking link is also emailed at dispatch.
BM,i was charged twice for order {{Order Number}}!,PAYMENT,payment_issue,Failed payments are usually an issuer block or an address mismatch; retry with a different method or contact your bank.
BL,hey there i want to open an account asap,ACCOUNT,create_account,Create an account from Sign Up with an email address; you will receive a verification link to activate it.
BL,how do i cancel my order thanks,ORDER,cancel_order,Orders can be cancelled from Orders > Cancel within 60 minutes of purchase; after that contact support for a return.
BL,"hello, how do i reset my password thanks",ACCOUNT,recover_password,Use Forgot Password on the sign-in page; the reset link is valid for 30 minutes and may land in spam.
BQ,hey there my payment failed?,PAYMENT,payment_issue,Failed payments are usually an issuer block or an address mismatch; retry with a different method or contact your bank.
BL,hey there how do i subscribe to your newsletter asap,SUBSCRIPTION,manage_newsletter,"Email preferences live under Account > Communications, and every newsletter carries a one-click unsubscribe link."
BL,hey there i want to check the status of order {{Order Number}},ORDER,track_order,You can track your order in the Orders section of your account; a live tracking link is also emailed at dispatch.
BQ,"hello, unsubscribe me from the newsletter",SUBSCRIPTION,manage_newsletter,"Email preferences live under Account > Communications, and every newsletter carries a one-click unsubscribe link."
B,hey there i need to cancel order {{Order Number}},ORDER,cancel_order,Orders can be cancelled from Orders > Cancel within 60 minutes of purchase; after that contact support for a return.
B,please too many promotional emails,SUBSCRIPTION,manage_newsletter,"Email preferences live under Account > Communications, and every newsletter carries a one-click unsubscribe link."
BQ,hi i need to recover access to my account!,ACCOUNT,recover_password,Use Forgot Password on the sign-in page; the reset link is valid for 30 minutes and may land in spam.
BM,has my parcel shipped yet!,ORDER,track_order,You can track your order in the Orders section of your account; a live tracking link is also emailed at dispatch.
BQ,please how much is express delivery!,DELIVERY,delivery_options,"Standard delivery is 3-5 business days, express is next business day; options and costs are shown at checkout."
B,"hello, i need to recover access to my account asap",ACCOUNT,recover_password,Use Forgot Password on the sign-in page; the reset link is valid for 30 minutes and may land in spam.
BL,please how do i get my money back!,REFUND,get_refund,Refunds are issued to the original payment method within 5-7 business days of the returned item being received.
BQ,"hello, stop sending me marketing emails please",SUBSCRIPTION,manage_newsletter,"Email preferences live under Account > Communications, and every newsletter carries a one-click unsubscribe link."
BL,hi what shipping options do you offer?,DELIVERY,delivery_options,"Standard delivery is 3-5 business days, express is next business day; options and costs are shown at checkout."
BQ,please i want a refund for order {{Order Number}}?,REFUND,get_refund,Refunds are issued to the original payment method within 5-7 business days of the returned item being received.
BM,the card was declined at checkout asap,PAYMENT,payment_issue,Failed payments are usually an issuer block or an address mismatch; retry with a different method or contact your bank.
BL,hey there stop sending me marketing emails asap,SUBSCRIPTION,manage_newsletter,"Email preferences live under Account > Communications, and every newsletter carries a one-click unsubscribe link."
BL,hey there has my parcel shipped yet asap,ORDER,track_order,You can track your order in the Orders section of your account; a live tracking link is also emailed at dispatch.
BL,hi when will my refund of {{Refund Amount}} arrive,REFUND,get_refund,Refunds are issued to the original payment method within 5-7 business days of the returned item being received.
BQ,hey there problem paying with my credit card please,PAYMENT,payment_issue,Failed payments are usually an issuer block or an address mismatch; retry with a different method or contact your bank.
BM,how do i register?,ACCOUNT,create_account,Create an account from Sign Up with an email address; you will receive a verification link to activate it.
B,"i need help, how do i subscribe to your newsletter please",SUBSCRIPTION,manage_newsletter,"Email preferences live under Account > Communications, and every newsletter carries a one-click unsubscribe link."
BQ,"i need help, can you tell me where my package is?",ORDER,track_order,You can track your order in the Orders section of your account; a live tracking link is also emailed at dispatch.
B,hi how do i register please,ACCOUNT,create_account,Create an account from Sign Up with an email address; you will receive a verification link to activate it.
B,"hello, what shipping options do you offer asap",DELIVERY,delivery_options,"Standard delivery is 3-5 business days, express is next business day; options and costs are shown at checkout."
BQ,hi where is my order {{Order Number}}?,ORDER,track_order,You can track your order in the Orders section of your account; a live tracking link is also emailed at dispatch.
BQ,hey there track order {{Order Number}} thanks,ORDER,track_order,You can track your order in the Orders section of your account; a live tracking link is also emailed at dispatch.
BQ,i want a refund for order {{Order Number}} please,REFUND,get_refund,Refunds are issued to the original payment method within 5-7 business days of the returned item being received.
BM,please i want to call off order {{Order Number}} please,ORDER,cancel_order,Orders can be cancelled from Orders > Cancel within 60 minutes of purchase; after that contact support for a return.
BL,hi the card was declined at checkout?,PAYMENT,payment_issue,Failed payments are usually an issuer block or an address mismatch; retry with a different method or contact your bank.
BL,"hello, registration help asap",ACCOUNT,create_account,Create an account from Sign Up with an email address; you will receive a verification link to activate it.
BM,please double charge on my account?,PAYMENT,payment_issue,Failed payments are usually an issuer block or an address mismatch; retry with a different method or contact your bank.
BQ,hi status of my delivery please,ORDER,track_order,You can track your order in the Orders section of your account; a live tracking link is also emailed at dispatch.
B,hi what shipping options do you offer thanks,DELIVERY,delivery_options,"Standard delivery is 3-5 business days, express is next business day; options and costs are shown at checkout."
BL,hi please cancel the purchase i just made!,ORDER,cancel_order,Orders can be cancelled from Orders > Cancel within 60 minutes of purchase; after that contact support for a return.
B,hi status of my delivery please!,ORDER,track_order,You can track your order in the Orders section of your account; a live tracking link is also emailed at dispatch.
BL,"hello, what shipping options do you offer please",DELIVERY,delivery_options,"Standard delivery is 3-5 business days, express is next business day; options and costs are shown at checkout."
B,please registration help asap,ACCOUNT,create_account,Create an account from Sign Up with an email address; you will receive a verification link to activate it.
BQ,please the card was declined at checkout?,PAYMENT,payment_issue,Failed payments are usually an issuer block or an address mismatch; retry with a different method or contact your bank.
BM,please i need to recover access to my account thanks,ACCOUNT,recover_password,Use Forgot Password on the sign-in page; the reset link is valid for 30 minutes and may land in spam.
BL,how do i register,ACCOUNT,create_account,Create an account from Sign Up with an email address; you will receive a verification link to activate it.
B,hi refund status please,REFUND,get_refund,Refunds are issued to the original payment method within 5-7 business days of the returned item being received.
BL,"i need help, registration help thanks",ACCOUNT,create_account,Create an account from Sign Up with an email address; you will receive a verification link to activate it.
BL,"i need help, how do i cancel my order thanks",ORDER,cancel_order,Orders can be cancelled from Orders > Cancel within 60 minutes of purchase; after that contact support for a return.
BM,hi sign me up for an account?,ACCOUNT,create_account,Create an account from Sign Up with an email address; you will receive a verification link to activate it.
BL,can you tell me where my package is,ORDER,track_order,You can track your order in the Orders section of your account; a live tracking link is also emailed at dispatch.
B,"i need help, when will my order arrive!",DELIVERY,delivery_options,"Standard delivery is 3-5 business days, express is next business day; options and costs are shown at checkout."
B,"i need help, where is my order {{Order Number}}",ORDER,track_order,You can track your order in the Orders section of your account; a live tracking link is also emailed at dispatch.
B,hi too many promotional emails thanks,SUBSCRIPTION,manage_newsletter,"Email preferences live under Account > Communications, and every newsletter carries a one-click unsubscribe link."
BL,what shipping options do you offer please,DELIVERY,delivery_options,"Standard delivery is 3-5 business days, express is next business day; options and costs are shown at checkout."
BL,"hello, how do i register",ACCOUNT,create_account,Create an account from Sign Up with an email address; you will receive a verification link to activate it.
BQ,please how do i cancel my order thanks,ORDER,cancel_order,Orders can be cancelled from Orders > Cancel within 60 minutes of purchase; after that contact support for a return.
B,i was charged twice for order {{Order Number}},PAYMENT,payment_issue,Failed payments are usually an issuer block or an address mismatch; retry with a different method or contact your bank.
BQ,please how do i register?,ACCOUNT,create_account,Create an account from Sign Up with an email address; you will receive a verification link to activate it.
BQ,please password reset email not arriving,ACCOUNT,recover_password,Use Forgot Password on the sign-in page; the reset link is valid for 30 minutes and may land in spam.
B,i want to call off order {{Order Number}} thanks,ORDER,cancel_order,Orders can be cancelled from Orders > Cancel within 60 minutes of purchase; after that contact support for a return.
BM,"hello, registration help asap",ACCOUNT,create_account,Create an account from Sign Up with an email address; you will receive a verification link to activate it.
BM,"i need help, how do i get my money back thanks",REFUND,get_refund,Refunds are issued to the original payment method within 5-7 business days of the returned item being received.
BQ,hi refund status please,REFUND,get_refund,Refunds are issued to the original payment method within 5-7 business days of the returned item being received.
BL,cannot log into my account asap,ACCOUNT,recover_password,Use Forgot Password on the sign-in page; the reset link is valid for 30 minutes and may land in spam.
BL,hi why is my payment not going through thanks,PAYMENT,payment_issue,Failed payments are usually an issuer block or an address mismatch; retry with a different method or contact your bank.
BL,hi refund status please please,REFUND,get_refund,Refunds are issued to the original payment method within 5-7 business days of the returned item being received.
B,please please cancel the purchase i just made please,ORDER,cancel_order,Orders can be cancelled from Orders > Cancel within 60 minutes of purchase; after that contact support for a return.
BL,please is next day shipping available,DELIVERY,delivery_options,"Standard delivery is 3-5 business days, express is next business day; options and costs are shown at checkout."
BQ,please i need to cancel order {{Order Number}},ORDER,cancel_order,Orders can be cancelled from Orders > Cancel within 60 minutes of purchase; after that contact support for a return.
BQ,"hello, unsubscribe me from the newsletter thanks",SUBSCRIPTION,manage_newsletter,"Email preferences live under Account > Communications, and every newsletter carries a one-click unsubscribe link."
B,my payment failed asap,PAYMENT,payment_issue,Failed payments are usually an issuer block or an address mismatch; retry with a different method or contact your bank.
BL,hey there is next day shipping available thanks,DELIVERY,delivery_options,"Standard delivery is 3-5 business days, express is next business day; options and costs are shown at checkout."
BM,hey there do you deliver to {{Delivery City}} please,DELIVERY,delivery_options,"Standard delivery is 3-5 business days, express is next business day; options and costs are shown at checkout."
BQ,please i want to call off order {{Order Number}},ORDER,cancel_order,Orders can be cancelled from Orders > Cancel within 60 minutes of purchase; after that contact support for a return.
BL,hey there do you deliver to {{Delivery City}}?,DELIVERY,delivery_options,"Standard delivery is 3-5 business days, express is next business day; options and costs are shown at checkout."
BL,cancel my recent purchase asap,ORDER,cancel_order,Orders can be cancelled from Orders > Cancel within 60 minutes of purchase; after that contact support for a return.
BL,hey there locked out of my profile,ACCOUNT,recover_password,Use Forgot Password on the sign-in page; the reset link is valid for 30 minutes and may land in spam.
B,hi locked out of my profile asap,ACCOUNT,recover_password,Use Forgot Password on the sign-in page; the reset link is valid for 30 minutes and may land in spam.
B,"hello, when will my refund of {{Refund Amount}} arrive?",REFUND,get_refund,Refunds are issued to the original payment method within 5-7 business days of the returned item being received.
BL,hey there how do i get my money back?,REFUND,get_refund,Refunds are issued to the original payment method within 5-7 business days of the returned item being received.
B,hi i was charged but never received the item please,REFUND,get_refund,Refunds are issued to the original payment method within 5-7 business days of the returned item being received.
BM,"hello, what do i need to open an account thanks",ACCOUNT,create_account,Create an account from Sign Up with an email address; you will receive a verification link to activate it.
BQ,"hello, stop sending me marketing emails?",SUBSCRIPTION,manage_newsletter,"Email preferences live under Account > Communications, and every newsletter carries a one-click unsubscribe link."
BL,"i need help, what do i need to open an account thanks",ACCOUNT,create_account,Create an account from Sign Up with an email address; you will receive a verification link to activate it.
B,hey there help me create a new profile!,ACCOUNT,create_account,Create an account from Sign Up with an email address; you will receive a verification link to activate it.
BL,locked out of my profile thanks,ACCOUNT,recover_password,Use Forgot Password on the sign-in page; the reset link is valid for 30 minutes and may land in spam.
BM,hi refund status please please,REFUND,get_refund,Refunds are issued to the original payment method within 5-7 business days of the returned item being received.
BL,hi locked out of my profile!,ACCOUNT,recover_password,Use Forgot Password on the sign-in page; the reset link is valid for 30 minutes and may land in spam.
BM,"hello, too many promotional emails!",SUBSCRIPTION,manage_newsletter,"Email preferences live under Account > Communications, and every newsletter carries a one-click unsubscribe link."
BQ,hey there how do i register asap,ACCOUNT,create_account,Create an account from Sign Up with an email address; you will receive a verification link to activate it.
B,please how do i reset my password please,ACCOUNT,recover_password,Use Forgot Password on the sign-in page; the reset link is valid for 30 minutes and may land in spam.
BL,please i want to check the status of order {{Order Number}}!,ORDER,track_order,You can track your order in the Orders section of your account; a live tracking link is also emailed at dispatch.
B,hey there registration help asap,ACCOUNT,create_account,Create an account from Sign Up with an email address; you will receive a verification link to activate it.
BL,"hello, i was charged but never received the item please",REFUND,get_refund,Refunds are issued to the original payment method within 5-7 business days of the returned item being received.
BL,"hello, sign me up for an account!",ACCOUNT,create_account,Create an account from Sign Up with an email address; you will receive a verification link to activate it.
BL,why is my payment not going through?,PAYMENT,payment_issue,Failed payments are usually an issuer block or an address mismatch; retry with a different method or contact your bank.
BM,please requesting reimbursement for my purchase,REFUND,get_refund,Refunds are issued to the original payment method within 5-7 business days of the returned item being received.
B,hi help me create a new profile?,ACCOUNT,create_account,Create an account from Sign Up with an email address; you will receive a verification link to activate it.
BL,"i need help, how do i reset my password asap",ACCOUNT,recover_password,Use Forgot Password on the sign-in page; the reset link is valid for 30 minutes and may land in spam.
BQ,i need to cancel order {{Order Number}} asap,ORDER,cancel_order,Orders can be cancelled from Orders > Cancel within 60 minutes of purchase; after that contact support for a return.
BQ,please my payment failed please,PAYMENT,payment_issue,Failed payments are usually an issuer block or an address mismatch; retry with a different method or contact your bank.
B,"hello, i was charged twice for order {{Order Number}} please",PAYMENT,payment_issue,Failed payments are usually an issuer block or an address mismatch; retry with a different method or contact your bank.
BM,i need to cancel order {{Order Number}}!,ORDER,cancel_order,Orders can be cancelled from Orders > Cancel within 60 minutes of purchase; after that contact support for a return.
B,how do i get my money back please,REFUND,get_refund,Refunds are issued to the original payment method within 5-7 business days of the returned item being received.
BM,"hello, status of my delivery please!",ORDER,track_order,You can track your order in the Orders section of your account; a live tracking link is also emailed at dispatch.
BM,"i need help, the card was declined at checkout",PAYMENT,payment_issue,Failed payments are usually an issuer block or an address mismatch; retry with a different method or contact your bank.
B,"hello, how do i cancel my order please",ORDER,cancel_order,Orders can be cancelled from Orders > Cancel within 60 minutes of purchase; after that contact support for a return.
BQ,cancel my recent purchase thanks,ORDER,cancel_order,Orders can be cancelled from Orders > Cancel within 60 minutes of purchase; after that contact support for a return.
BM,"i need help, do you deliver to {{Delivery City}}?",DELIVERY,delivery_options,"Standard delivery is 3-5 business days, express is next business day; options and costs are shown at checkout."
B,requesting reimbursement for my purchase,REFUND,get_refund,Refunds are issued to the original payment method within 5-7 business days of the returned item being received.
BQ,please i forgot my password please,ACCOUNT,recover_password,Use Forgot Password on the sign-in page; the reset link is valid for 30 minutes and may land in spam.
BL,hey there cancel my recent purchase?,ORDER,cancel_order,Orders can be cancelled from Orders > Cancel within 60 minutes of purchase; after that contact support for a return.
BQ,hi can i stop my order from shipping please,ORDER,cancel_order,Orders can be cancelled from Orders > Cancel within 60 minutes of purchase; after that contact support for a return.
BQ,"hello, unsubscribe me from the newsletter!",SUBSCRIPTION,manage_newsletter,"Email preferences live under Account > Communications, and every newsletter carries a one-click unsubscribe link."
BL,hey there delivery times to my area thanks,DELIVERY,delivery_options,"Standard delivery is 3-5 business days, express is next business day; options and costs are shown at checkout."
BM,hey there change my email preferences?,SUBSCRIPTION,manage_newsletter,"Email preferences live under Account > Communications, and every newsletter carries a one-click unsubscribe link."
BM,"i need help, problem paying with my credit card",PAYMENT,payment_issue,Failed payments are usually an issuer block or an address mismatch; retry with a different method or contact your bank.
BL,hey there unsubscribe me from the newsletter?,SUBSCRIPTION,manage_newsletter,"Email preferences live under Account > Communications, and every newsletter carries a one-click unsubscribe link."
BM,hey there status of my delivery please?,ORDER,track_order,You can track your order in the Orders section of your account; a live tracking link is also emailed at dispatch.
BL,"i need help, status of my delivery please thanks",ORDER,track_order,You can track your order in the Orders section of your account; a live tracking link is also emailed at dispatch.
BM,delivery times to my area,DELIVERY,delivery_options,"Standard delivery is 3-5 business days, express is next business day; options and costs are shown at checkout."
BM,hey there what do i need to open an account,ACCOUNT,create_account,Create an account from Sign Up with an email address; you will receive a verification link to activate it.
BM,please i want to open an account please,ACCOUNT,create_account,Create an account from Sign Up with an email address; you will receive a verification link to activate it.
BQ,"i need help, requesting reimbursement for my purchase asap",REFUND,get_refund,Refunds are issued to the original payment method within 5-7 business days of the returned item being received.
BM,"hello, i want to call off order {{Order Number}}?",ORDER,cancel_order,Orders can be cancelled from Orders > Cancel within 60 minutes of purchase; after that contact support for a return.
B,"i need help, password reset email not arriving",ACCOUNT,recover_password,Use Forgot Password on the sign-in page; the reset link is valid for 30 minutes and may land in spam.
BM,please i want to opt out of emails thanks,SUBSCRIPTION,manage_newsletter,"Email preferences live under Account > Communications, and every newsletter carries a one-click unsubscribe link."
BQ,hey there too many promotional emails,SUBSCRIPTION,manage_newsletter,"Email preferences live under Account > Communications, and every newsletter carries a one-click unsubscribe link."
BM,"hello, i need to recover access to my account!",ACCOUNT,recover_password,Use Forgot Password on the sign-in page; the reset link is valid for 30 minutes and may land in spam.
B,where is my order {{Order Number}},ORDER,track_order,You can track your order in the Orders section of your account; a live tracking link is also emailed at dispatch.
B,hi the card was declined at checkout?,PAYMENT,payment_issue,Failed payments are usually an issuer block or an address mismatch; retry with a different method or contact your bank.
BM,"i need help, password reset email not arriving please",ACCOUNT,recover_password,Use Forgot Password on the sign-in page; the reset link is valid for 30 minutes and may land in spam.
BL,hey there has my parcel shipped yet asap,ORDER,track_order,You can track your order in the Orders section of your account; a live tracking link is also emailed at dispatch.
BL,do you deliver to {{Delivery City}},DELIVERY,delivery_options,"Standard delivery is 3-5 business days, express is next business day; options and costs are shown at checkout."
BQ,please has my parcel shipped yet thanks,ORDER,track_order,You can track your order in the Orders section of your account; a live tracking link is also emailed at dispatch.
BQ,"hello, is next day shipping available thanks",DELIVERY,delivery_options,"Standard delivery is 3-5 business days, express is next business day; options and costs are shown at checkout."
B,hi how do i register thanks,ACCOUNT,create_account,Create an account from Sign Up with an email address; you will receive a verification link to activate it.
BL,"hello, the card was declined at checkout asap",PAYMENT,payment_issue,Failed payments are usually an issuer block or an address mismatch; retry with a different method or contact your bank.
BL,please what do i need to open an account,ACCOUNT,create_account,Create an account from Sign Up with an email address; you will receive a verification link to activate it.
BL,hey there requesting reimbursement for my purchase thanks,REFUND,get_refund,Refunds are issued to the original payment method within 5-7 business days of the returned item being received.
BM,hi i forgot my password?,ACCOUNT,recover_password,Use Forgot Password on the sign-in page; the reset link is valid for 30 minutes and may land in spam.
BM,"i need help, is next day shipping available asap",DELIVERY,delivery_options,"Standard delivery is 3-5 business days, express is next business day; options and costs are shown at checkout."
BQ,"i need help, do you deliver to {{Delivery City}} asap",DELIVERY,delivery_options,"Standard delivery is 3-5 business days, express is next business day; options and costs are shown at checkout."
BL,hey there cannot log into my account?,ACCOUNT,recover_password,Use Forgot Password on the sign-in page; the reset link is valid for 30 minutes and may land in spam.
BM,please password reset email not arriving thanks,ACCOUNT,recover_password,Use Forgot Password on the sign-in page; the reset link is valid for 30 minutes and may land in spam.
B,please i want a refund for order {{Order Number}} thanks,REFUND,get_refund,Refunds are issued to the original payment method within 5-7 business days of the returned item being received.
BM,i forgot my password!,ACCOUNT,recover_password,Use Forgot Password on the sign-in page; the reset link is valid for 30 minutes and may land in spam.
B,please i want to check the status of order {{Order Number}}!,ORDER,track_order,You can track your order in the Orders section of your account; a live tracking link is also emailed at dispatch.
BQ,please why is my payment not going through?,PAYMENT,payment_issue,Failed payments are usually an issuer block or an address mismatch; retry with a different method or contact your bank.
BQ,what shipping options do you offer thanks,DELIVERY,delivery_options,"Standard delivery is 3-5 business days, express is next business day; options and costs are shown at checkout."
BL,can i stop my order from shipping?,ORDER,cancel_order,Orders can be cancelled from Orders > Cancel within 60 minutes of purchase; after that contact support for a return.
BQ,"i need help, how do i reset my password",ACCOUNT,recover_password,Use Forgot Password on the sign-in page; the reset link is valid for 30 minutes and may land in spam.
BM,what do i need to open an account asap,ACCOUNT,create_account,Create an account from Sign Up with an email address; you will receive a verification link to activate it.
BL,hi cancel my recent purchase thanks,ORDER,cancel_order,Orders can be cancelled from Orders > Cancel within 60 minutes of purchase; after that contact support for a return.
BL,please requesting reimbursement for my purchase,REFUND,get_refund,Refunds are issued to the original payment method within 5-7 business days of the returned item being received.
B,"i need help, locked out of my profile?",ACCOUNT,recover_password,Use Forgot Password on the sign-in page; the reset link is valid for 30 minutes and may land in spam.
