flags,instruction,category,intent,response
BM,I need help getting refunds,REFUND,get_refund,"Start a return from Orders > Return. Once we receive the item, the refund is issued to your original payment method within 5-7 business days."
BM,I want to get refunds,REFUND,get_refund,"Start a return from Orders > Return. Once we receive the item, the refund is issued to your original payment method within 5-7 business days."
BI,what do I need to do to get a refund?,REFUND,get_refund,"Start a return from Orders > Return. Once we receive the item, the refund is issued to your original payment method within 5-7 business days."
B,when can I expect my money back,REFUND,get_refund,"Start a return from Orders > Return. Once we receive the item, the refund is issued to your original payment method within 5-7 business days."
BI,where do I get a refund of money?,REFUND,get_refund,"Start a return from Orders > Return. Once we receive the item, the refund is issued to your original payment method within 5-7 business days."
BIMP,how could I get refunds?,REFUND,get_refund,"Start a return from Orders > Return. Once we receive the item, the refund is issued to your original payment method within 5-7 business days."
BK,get refund,REFUND,get_refund,"Start a return from Orders > Return. Once we receive the item, the refund is issued to your original payment method within 5-7 business days."
B,I don't know what I need to do to get a refund,REFUND,get_refund,"Start a return from Orders > Return. Once we receive the item, the refund is issued to your original payment method within 5-7 business days."
B,assistance getting a refund,REFUND,get_refund,"Start a return from Orders > Return. Once we receive the item, the refund is issued to your original payment method within 5-7 business days."
B,I want assistance getting a refund,REFUND,get_refund,"Start a return from Orders > Return. Once we receive the item, the refund is issued to your original payment method within 5-7 business days."
B,help getting my money back,REFUND,get_refund,"Start a return from Orders > Return. Once we receive the item, the refund is issued to your original payment method within 5-7 business days."
BM,I need assistance to get refunds of money,REFUND,get_refund,"Start a return from Orders > Return. Once we receive the item, the refund is issued to your original payment method within 5-7 business days."
BE,I do not know what I need to do to get my money back,REFUND,get_refund,"Start a return from Orders > Return. Once we receive the item, the refund is issued to your original payment method within 5-7 business days."
BK,get refund of money,REFUND,get_refund,"Start a return from Orders > Return. Once we receive the item, the refund is issued to your original payment method within 5-7 business days."
B,help to get a refund of money,REFUND,get_refund,"Start a return from Orders > Return. Once we receive the item, the refund is issued to your original payment method within 5-7 business days."
B,I have to get a refund,REFUND,get_refund,"Start a return from Orders > Return. Once we receive the item, the refund is issued to your original payment method within 5-7 business days."
BELM,I do not know how I can ask for compensations,REFUND,get_refund,"Start a return from Orders > Return. Once we receive the item, the refund is issued to your original payment method within 5-7 business days."
BI,how long until I get a refund of money?,REFUND,get_refund,"Start a return from Orders > Return. Once we receive the item, the refund is issued to your original payment method within 5-7 business days."
B,help me get a refund,REFUND,get_refund,"Start a return from Orders > Return. Once we receive the item, the refund is issued to your original payment method within 5-7 business days."
B,I need assistance to get a refund,REFUND,get_refund,"Start a return from Orders > Return. Once we receive the item, the refund is issued to your original payment method within 5-7 business days."
B,I need to get my money back,REFUND,get_refund,"Start a return from Orders > Return. Once we receive the item, the refund is issued to your original payment method within 5-7 business days."
BE,I do not know what to do to get a refund,REFUND,get_refund,"Start a return from Orders > Return. Once we receive the item, the refund is issued to your original payment method within 5-7 business days."
BI,how long until I get a refund?,REFUND,get_refund,"Start a return from Orders > Return. Once we receive the item, the refund is issued to your original payment method within 5-7 business days."
BM,I am trying to get refunds of money,REFUND,get_refund,"Start a return from Orders > Return. Once we receive the item, the refund is issued to your original payment method within 5-7 business days."
BIM,what do I need to do to get refunds?,REFUND,get_refund,"Start a return from Orders > Return. Once we receive the item, the refund is issued to your original payment method within 5-7 business days."
BM,assistance to get refunds,REFUND,get_refund,"Start a return from Orders > Return. Once we receive the item, the refund is issued to your original payment method within 5-7 business days."
B,I need help getting a refund,REFUND,get_refund,"Start a return from Orders > Return. Once we receive the item, the refund is issued to your original payment method within 5-7 business days."
BEM,I do not know what I have to do to get refunds of money,REFUND,get_refund,"Start a return from Orders > Return. Once we receive the item, the refund is issued to your original payment method within 5-7 business days."
BM,help getting refunds of money,REFUND,get_refund,"Start a return from Orders > Return. Once we receive the item, the refund is issued to your original payment method within 5-7 business days."
B,I don't know how to get my money back,REFUND,get_refund,"Start a return from Orders > Return. Once we receive the item, the refund is issued to your original payment method within 5-7 business days."
BL,sign up to the company newsletter,NEWSLETTER,newsletter_subscription,Manage email preferences under Account > Communications. Every newsletter also carries a one-click unsubscribe link.
BI,where can I cancel the company newsletter subscription?,NEWSLETTER,newsletter_subscription,Manage email preferences under Account > Communications. Every newsletter also carries a one-click unsubscribe link.
BK,subscribe to company newsletter,NEWSLETTER,newsletter_subscription,Manage email preferences under Account > Communications. Every newsletter also carries a one-click unsubscribe link.
BIL,can you help me unsubscribe from your corporate newsletter?,NEWSLETTER,newsletter_subscription,Manage email preferences under Account > Communications. Every newsletter also carries a one-click unsubscribe link.
B,check the status of my company newsletter subscription,NEWSLETTER,newsletter_subscription,Manage email preferences under Account > Communications. Every newsletter also carries a one-click unsubscribe link.
B,I want assistance to subscribe to your company newsletter,NEWSLETTER,newsletter_subscription,Manage email preferences under Account > Communications. Every newsletter also carries a one-click unsubscribe link.
BLQ,need assistance canceling the subscription to the newsletter,NEWSLETTER,newsletter_subscription,Manage email preferences under Account > Communications. Every newsletter also carries a one-click unsubscribe link.
BL,find information about signing up to your company newsletter,NEWSLETTER,newsletter_subscription,Manage email preferences under Account > Communications. Every newsletter also carries a one-click unsubscribe link.
BI,do you have a company newsletter?,NEWSLETTER,newsletter_subscription,Manage email preferences under Account > Communications. Every newsletter also carries a one-click unsubscribe link.
BIL,is it possible to sign up to your corporate newsletter?,NEWSLETTER,newsletter_subscription,Manage email preferences under Account > Communications. Every newsletter also carries a one-click unsubscribe link.
B,I need help to cancel the company newsletter subscription,NEWSLETTER,newsletter_subscription,Manage email preferences under Account > Communications. Every newsletter also carries a one-click unsubscribe link.
B,I try to subscribe to your company newsletter,NEWSLETTER,newsletter_subscription,Manage email preferences under Account > Communications. Every newsletter also carries a one-click unsubscribe link.
BLZ,help me subscribing to the corporate newsleter,NEWSLETTER,newsletter_subscription,Manage email preferences under Account > Communications. Every newsletter also carries a one-click unsubscribe link.
B,help canceling the company newsletter subscription,NEWSLETTER,newsletter_subscription,Manage email preferences under Account > Communications. Every newsletter also carries a one-click unsubscribe link.
BL,I need help to cancel my company newsletter subscription,NEWSLETTER,newsletter_subscription,Manage email preferences under Account > Communications. Every newsletter also carries a one-click unsubscribe link.
BLQ,i want assistance subscribing to the newsletter,NEWSLETTER,newsletter_subscription,Manage email preferences under Account > Communications. Every newsletter also carries a one-click unsubscribe link.
BCILPQZ,i have got to subscribe to ur newsletter will  uhelp me,NEWSLETTER,newsletter_subscription,Manage email preferences under Account > Communications. Every newsletter also carries a one-click unsubscribe link.
B,I have got to subscribe to your company newsletter,NEWSLETTER,newsletter_subscription,Manage email preferences under Account > Communications. Every newsletter also carries a one-click unsubscribe link.
BIL,how can I subscribe to the corporate newsletter?,NEWSLETTER,newsletter_subscription,Manage email preferences under Account > Communications. Every newsletter also carries a one-click unsubscribe link.
BL,I need help canceling my newsletter subscription,NEWSLETTER,newsletter_subscription,Manage email preferences under Account > Communications. Every newsletter also carries a one-click unsubscribe link.
B,I need help cancelling the company newsletter subscription,NEWSLETTER,newsletter_subscription,Manage email preferences under Account > Communications. Every newsletter also carries a one-click unsubscribe link.
B,help to subscribe to your company newsletter,NEWSLETTER,newsletter_subscription,Manage email preferences under Account > Communications. Every newsletter also carries a one-click unsubscribe link.
BL,help me see the status of my subscription to your newsletter,NEWSLETTER,newsletter_subscription,Manage email preferences under Account > Communications. Every newsletter also carries a one-click unsubscribe link.
BIP,could you help me subscribe to your company newsletter?,NEWSLETTER,newsletter_subscription,Manage email preferences under Account > Communications. Every newsletter also carries a one-click unsubscribe link.
BLQ,i try to sign up to ur newsletter,NEWSLETTER,newsletter_subscription,Manage email preferences under Account > Communications. Every newsletter also carries a one-click unsubscribe link.
BILQ,can ya help me to subscribe to ur corporate newsletter,NEWSLETTER,newsletter_subscription,Manage email preferences under Account > Communications. Every newsletter also carries a one-click unsubscribe link.
BL,I have got to cancel the corporate newsletter subscription,NEWSLETTER,newsletter_subscription,Manage email preferences under Account > Communications. Every newsletter also carries a one-click unsubscribe link.
BIP,could you help me subscribing to your company newsletter?,NEWSLETTER,newsletter_subscription,Manage email preferences under Account > Communications. Every newsletter also carries a one-click unsubscribe link.
BL,cancel the newsletter subscription,NEWSLETTER,newsletter_subscription,Manage email preferences under Account > Communications. Every newsletter also carries a one-click unsubscribe link.
BIL,can you help me to unsubscribe to the company newsletter?,NEWSLETTER,newsletter_subscription,Manage email preferences under Account > Communications. Every newsletter also carries a one-click unsubscribe link.
B,help me subscribe to your company newsletter,NEWSLETTER,newsletter_subscription,Manage email preferences under Account > Communications. Every newsletter also carries a one-click unsubscribe link.
BELQ,i cannot sign up to the newsletter,NEWSLETTER,newsletter_subscription,Manage email preferences under Account > Communications. Every newsletter also carries a one-click unsubscribe link.
B,I need help to subscribe to your company newsletter,NEWSLETTER,newsletter_subscription,Manage email preferences under Account > Communications. Every newsletter also carries a one-click unsubscribe link.
BL,I need help to subscribe to the corporate newsletter,NEWSLETTER,newsletter_subscription,Manage email preferences under Account > Communications. Every newsletter also carries a one-click unsubscribe link.
BL,I need help signing up to the company newsletter,NEWSLETTER,newsletter_subscription,Manage email preferences under Account > Communications. Every newsletter also carries a one-click unsubscribe link.
BLZ,sign up to tbe corporate newsletter,NEWSLETTER,newsletter_subscription,Manage email preferences under Account > Communications. Every newsletter also carries a one-click unsubscribe link.
B,I need assistance subscribing to your company newsletter,NEWSLETTER,newsletter_subscription,Manage email preferences under Account > Communications. Every newsletter also carries a one-click unsubscribe link.
BI,how do I subscribe to your company newsletter?,NEWSLETTER,newsletter_subscription,Manage email preferences under Account > Communications. Every newsletter also carries a one-click unsubscribe link.
BI,how can I cancel the company newsletter subscription?,NEWSLETTER,newsletter_subscription,Manage email preferences under Account > Communications. Every newsletter also carries a one-click unsubscribe link.
BILP,could you help me subscribing to the company newsletter?,NEWSLETTER,newsletter_subscription,Manage email preferences under Account > Communications. Every newsletter also carries a one-click unsubscribe link.
BLW,I don't know how to sign up to the damn newsletter,NEWSLETTER,newsletter_subscription,Manage email preferences under Account > Communications. Every newsletter also carries a one-click unsubscribe link.
BCLZ,"I want to sign up to hte newsletter, help me",NEWSLETTER,newsletter_subscription,Manage email preferences under Account > Communications. Every newsletter also carries a one-click unsubscribe link.
BI,can you help me subscribing to your company newsletter?,NEWSLETTER,newsletter_subscription,Manage email preferences under Account > Communications. Every newsletter also carries a one-click unsubscribe link.
BI,can I cancel the company newsletter subscription?,NEWSLETTER,newsletter_subscription,Manage email preferences under Account > Communications. Every newsletter also carries a one-click unsubscribe link.
BL,I want to cancel the subscription to your newsletter,NEWSLETTER,newsletter_subscription,Manage email preferences under Account > Communications. Every newsletter also carries a one-click unsubscribe link.
BE,I do not know how to subscribe to your company newsletter,NEWSLETTER,newsletter_subscription,Manage email preferences under Account > Communications. Every newsletter also carries a one-click unsubscribe link.
BQ,help me subscribing to ur company newsletter,NEWSLETTER,newsletter_subscription,Manage email preferences under Account > Communications. Every newsletter also carries a one-click unsubscribe link.
BK,unsubscribe to company newsletter,NEWSLETTER,newsletter_subscription,Manage email preferences under Account > Communications. Every newsletter also carries a one-click unsubscribe link.
BILQ,can uhelp me cancel my subscription to ur newsletter,NEWSLETTER,newsletter_subscription,Manage email preferences under Account > Communications. Every newsletter also carries a one-click unsubscribe link.
BEL,I do not know how to receive your newsletter,NEWSLETTER,newsletter_subscription,Manage email preferences under Account > Communications. Every newsletter also carries a one-click unsubscribe link.
B,help me subscribing to your company newsletter,NEWSLETTER,newsletter_subscription,Manage email preferences under Account > Communications. Every newsletter also carries a one-click unsubscribe link.
BIL,can you help me to sign up to your company newsletter?,NEWSLETTER,newsletter_subscription,Manage email preferences under Account > Communications. Every newsletter also carries a one-click unsubscribe link.
BL,cancel my subscription to your company newsletter,NEWSLETTER,newsletter_subscription,Manage email preferences under Account > Communications. Every newsletter also carries a one-click unsubscribe link.
BLQ,I'm trying to subscribe to the newsletter,NEWSLETTER,newsletter_subscription,Manage email preferences under Account > Communications. Every newsletter also carries a one-click unsubscribe link.
BLQ,tell me more about unsubscribing to ur corporate newsletter,NEWSLETTER,newsletter_subscription,Manage email preferences under Account > Communications. Every newsletter also carries a one-click unsubscribe link.
BL,I try to unsubscribe to the corporate newsletter,NEWSLETTER,newsletter_subscription,Manage email preferences under Account > Communications. Every newsletter also carries a one-click unsubscribe link.
BELQZ,i cannot unsubscribe to the coorporate newsletter,NEWSLETTER,newsletter_subscription,Manage email preferences under Account > Communications. Every newsletter also carries a one-click unsubscribe link.
BCIL,"I have to sign up to the company newsletter, how do I do it?",NEWSLETTER,newsletter_subscription,Manage email preferences under Account > Communications. Every newsletter also carries a one-click unsubscribe link.
BLQ,need assistance unsubscribing to ur company newsletter,NEWSLETTER,newsletter_subscription,Manage email preferences under Account > Communications. Every newsletter also carries a one-click unsubscribe link.
BLQW,i need assistance subscribing to the goddamn newsletter,NEWSLETTER,newsletter_subscription,Manage email preferences under Account > Communications. Every newsletter also carries a one-click unsubscribe link.
B,I can't cancel the company newsletter subscription,NEWSLETTER,newsletter_subscription,Manage email preferences under Account > Communications. Every newsletter also carries a one-click unsubscribe link.
BLQ,i want help to unsubscribe to ur newsletter,NEWSLETTER,newsletter_subscription,Manage email preferences under Account > Communications. Every newsletter also carries a one-click unsubscribe link.
B,I need information about the company newsletter subscription,NEWSLETTER,newsletter_subscription,Manage email preferences under Account > Communications. Every newsletter also carries a one-click unsubscribe link.
BCILZ,"I want to sign up to your newsletter , can you help me?",NEWSLETTER,newsletter_subscription,Manage email preferences under Account > Communications. Every newsletter also carries a one-click unsubscribe link.
BE,I cannot cancel the subscription to your company newsletter,NEWSLETTER,newsletter_subscription,Manage email preferences under Account > Communications. Every newsletter also carries a one-click unsubscribe link.
B,I want to cancel the subscription to your company newsletter,NEWSLETTER,newsletter_subscription,Manage email preferences under Account > Communications. Every newsletter also carries a one-click unsubscribe link.
B,assistance to subscribe to your company newsletter,NEWSLETTER,newsletter_subscription,Manage email preferences under Account > Communications. Every newsletter also carries a one-click unsubscribe link.
B,I need help canceling the company newsletter subscription,NEWSLETTER,newsletter_subscription,Manage email preferences under Account > Communications. Every newsletter also carries a one-click unsubscribe link.
BIL,how to sign up to the newsletter?,NEWSLETTER,newsletter_subscription,Manage email preferences under Account > Communications. Every newsletter also carries a one-click unsubscribe link.
BI,can you help me subscribe to your company newsletter?,NEWSLETTER,newsletter_subscription,Manage email preferences under Account > Communications. Every newsletter also carries a one-click unsubscribe link.
BLQ,wanna receive the company newsletter,NEWSLETTER,newsletter_subscription,Manage email preferences under Account > Communications. Every newsletter also carries a one-click unsubscribe link.
BCLW,"I have to unsubscribe to your bloody newsletter, I need help",NEWSLETTER,newsletter_subscription,Manage email preferences under Account > Communications. Every newsletter also carries a one-click unsubscribe link.
BCIL,"I need to unsubscribe from your newsletter, how do I do it?",NEWSLETTER,newsletter_subscription,Manage email preferences under Account > Communications. Every newsletter also carries a one-click unsubscribe link.
BEQ,i cannot subscribe to ur company newsletter,NEWSLETTER,newsletter_subscription,Manage email preferences under Account > Communications. Every newsletter also carries a one-click unsubscribe link.
B,I need to cancel the company newsletter subscription,NEWSLETTER,newsletter_subscription,Manage email preferences under Account > Communications. Every newsletter also carries a one-click unsubscribe link.
B,information about cancel the company newsletter subscription,NEWSLETTER,newsletter_subscription,Manage email preferences under Account > Communications. Every newsletter also carries a one-click unsubscribe link.
BCLQ,wanna check the status of my newsletter subscription help me,NEWSLETTER,newsletter_subscription,Manage email preferences under Account > Communications. Every newsletter also carries a one-click unsubscribe link.
BL,help me unsubscribing to your company newsletter,NEWSLETTER,newsletter_subscription,Manage email preferences under Account > Communications. Every newsletter also carries a one-click unsubscribe link.
B,I have to cancel the company newsletter subscription,NEWSLETTER,newsletter_subscription,Manage email preferences under Account > Communications. Every newsletter also carries a one-click unsubscribe link.
BLQ,i have to unsubscribe from ur newsletter,NEWSLETTER,newsletter_subscription,Manage email preferences under Account > Communications. Every newsletter also carries a one-click unsubscribe link.
BLQ,need help to cancel the subscription to the newsletter,NEWSLETTER,newsletter_subscription,Manage email preferences under Account > Communications. Every newsletter also carries a one-click unsubscribe link.
BIL,how can I unsubscribe to the company newsletter?,NEWSLETTER,newsletter_subscription,Manage email preferences under Account > Communications. Every newsletter also carries a one-click unsubscribe link.
BIL,can you help me to subscribe to your corporate newsletter?,NEWSLETTER,newsletter_subscription,Manage email preferences under Account > Communications. Every newsletter also carries a one-click unsubscribe link.
B,I want information about the company newsletter subscription,NEWSLETTER,newsletter_subscription,Manage email preferences under Account > Communications. Every newsletter also carries a one-click unsubscribe link.
B,canceling subscription to your company newsletter,NEWSLETTER,newsletter_subscription,Manage email preferences under Account > Communications. Every newsletter also carries a one-click unsubscribe link.
BLQ,cancel my subscription to ur newsletter,NEWSLETTER,newsletter_subscription,Manage email preferences under Account > Communications. Every newsletter also carries a one-click unsubscribe link.
B,I want to know about subscribing to your company newsletter,NEWSLETTER,newsletter_subscription,Manage email preferences under Account > Communications. Every newsletter also carries a one-click unsubscribe link.
B,assistance cancelling the company newsletter subscription,NEWSLETTER,newsletter_subscription,Manage email preferences under Account > Communications. Every newsletter also carries a one-click unsubscribe link.
BCL,"I have got to unsubscribe to your newsletter, I need help",NEWSLETTER,newsletter_subscription,Manage email preferences under Account > Communications. Every newsletter also carries a one-click unsubscribe link.
BCL,"I want to unsubscribe from your newsletter, I need help",NEWSLETTER,newsletter_subscription,Manage email preferences under Account > Communications. Every newsletter also carries a one-click unsubscribe link.
BQ,want help subscribing to your company newsletter,NEWSLETTER,newsletter_subscription,Manage email preferences under Account > Communications. Every newsletter also carries a one-click unsubscribe link.
BLQZ,want help cancelling the suscription to your newsletter,NEWSLETTER,newsletter_subscription,Manage email preferences under Account > Communications. Every newsletter also carries a one-click unsubscribe link.
BIL,where to cancel my subscription to your newsletter?,NEWSLETTER,newsletter_subscription,Manage email preferences under Account > Communications. Every newsletter also carries a one-click unsubscribe link.
BL,I need help canceling the newsletter subscription,NEWSLETTER,newsletter_subscription,Manage email preferences under Account > Communications. Every newsletter also carries a one-click unsubscribe link.
BE,I cannot subscribe to your company newsletter,NEWSLETTER,newsletter_subscription,Manage email preferences under Account > Communications. Every newsletter also carries a one-click unsubscribe link.
B,tell me about canceling the company newsletter subscription,NEWSLETTER,newsletter_subscription,Manage email preferences under Account > Communications. Every newsletter also carries a one-click unsubscribe link.
BCILQZ,wanna unsubscribe to ur newsletter can i get some hlp,NEWSLETTER,newsletter_subscription,Manage email preferences under Account > Communications. Every newsletter also carries a one-click unsubscribe link.
B,help cancelling the subscription to your company newsletter,NEWSLETTER,newsletter_subscription,Manage email preferences under Account > Communications. Every newsletter also carries a one-click unsubscribe link.
BILQ,can utell me about cancel the subscription to the newsletter,NEWSLETTER,newsletter_subscription,Manage email preferences under Account > Communications. Every newsletter also carries a one-click unsubscribe link.
B,I have to subscribe to your company newsletter,NEWSLETTER,newsletter_subscription,Manage email preferences under Account > Communications. Every newsletter also carries a one-click unsubscribe link.
BI,where to cancel the subscription to your company newsletter?,NEWSLETTER,newsletter_subscription,Manage email preferences under Account > Communications. Every newsletter also carries a one-click unsubscribe link.
BEL,I cannot unsubscribe to the company newsletter,NEWSLETTER,newsletter_subscription,Manage email preferences under Account > Communications. Every newsletter also carries a one-click unsubscribe link.
B,I try to cancel the company newsletter subscription,NEWSLETTER,newsletter_subscription,Manage email preferences under Account > Communications. Every newsletter also carries a one-click unsubscribe link.
BELQ,i do not know how i can sign up to the company newsletter,NEWSLETTER,newsletter_subscription,Manage email preferences under Account > Communications. Every newsletter also carries a one-click unsubscribe link.
BELZ,I do ont know how to sign up to the newsletter,NEWSLETTER,newsletter_subscription,Manage email preferences under Account > Communications. Every newsletter also carries a one-click unsubscribe link.
BLQ,want assistance canceling the subscription to ur newsletter,NEWSLETTER,newsletter_subscription,Manage email preferences under Account > Communications. Every newsletter also carries a one-click unsubscribe link.
BLQZ,i want assistance to unsubscribe to ur corporate newslettee,NEWSLETTER,newsletter_subscription,Manage email preferences under Account > Communications. Every newsletter also carries a one-click unsubscribe link.
BELQZ,i do not know how to unsubscribe to the newsleter,NEWSLETTER,newsletter_subscription,Manage email preferences under Account > Communications. Every newsletter also carries a one-click unsubscribe link.
BL,help to unsubscribe to your newsletter,NEWSLETTER,newsletter_subscription,Manage email preferences under Account > Communications. Every newsletter also carries a one-click unsubscribe link.
BI,how to cancel the subscription to your company newsletter?,NEWSLETTER,newsletter_subscription,Manage email preferences under Account > Communications. Every newsletter also carries a one-click unsubscribe link.
BP,I would like to subscribe to your company newsletter,NEWSLETTER,newsletter_subscription,Manage email preferences under Account > Communications. Every newsletter also carries a one-click unsubscribe link.
BL,receiving newsletter,NEWSLETTER,newsletter_subscription,Manage email preferences under Account > Communications. Every newsletter also carries a one-click unsubscribe link.
BL,I need to cancel my company newsletter subscription,NEWSLETTER,newsletter_subscription,Manage email preferences under Account > Communications. Every newsletter also carries a one-click unsubscribe link.
B,tell me more about unsubscribing to your company newsletter,NEWSLETTER,newsletter_subscription,Manage email preferences under Account > Communications. Every newsletter also carries a one-click unsubscribe link.
BI,where to cancel the company newsletter subscription?,NEWSLETTER,newsletter_subscription,Manage email preferences under Account > Communications. Every newsletter also carries a one-click unsubscribe link.
BLQ,wanna know about canceling my newsletter subscription,NEWSLETTER,newsletter_subscription,Manage email preferences under Account > Communications. Every newsletter also carries a one-click unsubscribe link.
BILP,could you help me subscribing to the corporate newsletter?,NEWSLETTER,newsletter_subscription,Manage email preferences under Account > Communications. Every newsletter also carries a one-click unsubscribe link.
BIL,how do I unsubscribe from your newsletter?,NEWSLETTER,newsletter_subscription,Manage email preferences under Account > Communications. Every newsletter also carries a one-click unsubscribe link.
BLW,I want to unsubscribe from your damn corporate newsletter,NEWSLETTER,newsletter_subscription,Manage email preferences under Account > Communications. Every newsletter also carries a one-click unsubscribe link.
BLQ,need help cancelling my newsletter subscription,NEWSLETTER,newsletter_subscription,Manage email preferences under Account > Communications. Every newsletter also carries a one-click unsubscribe link.
B,help me cancelling the company newsletter subscription,NEWSLETTER,newsletter_subscription,Manage email preferences under Account > Communications. Every newsletter also carries a one-click unsubscribe link.
BELQZ,i cannot unsubscribbe from ur company newsletter,NEWSLETTER,newsletter_subscription,Manage email preferences under Account > Communications. Every newsletter also carries a one-click unsubscribe link.
B,I have got to cancel the company newsletter subscription,NEWSLETTER,newsletter_subscription,Manage email preferences under Account > Communications. Every newsletter also carries a one-click unsubscribe link.
BIP,could I subscribe to your company newsletter?,NEWSLETTER,newsletter_subscription,Manage email preferences under Account > Communications. Every newsletter also carries a one-click unsubscribe link.
BK,company newsletter subscription,NEWSLETTER,newsletter_subscription,Manage email preferences under Account > Communications. Every newsletter also carries a one-click unsubscribe link.
B,I can't subscribe to your company newsletter,NEWSLETTER,newsletter_subscription,Manage email preferences under Account > Communications. Every newsletter also carries a one-click unsubscribe link.
B,information about the company newsletter subscription,NEWSLETTER,newsletter_subscription,Manage email preferences under Account > Communications. Every newsletter also carries a one-click unsubscribe link.
BILQZ,can ya help me unsubscribe to the nedwsletter,NEWSLETTER,newsletter_subscription,Manage email preferences under Account > Communications. Every newsletter also carries a one-click unsubscribe link.
B,help me to cancel the company newsletter subscription,NEWSLETTER,newsletter_subscription,Manage email preferences under Account > Communications. Every newsletter also carries a one-click unsubscribe link.
BIL,can you help me sign up to your newsletter?,NEWSLETTER,newsletter_subscription,Manage email preferences under Account > Communications. Every newsletter also carries a one-click unsubscribe link.
BL,help me cancel the subscription to the newsletter,NEWSLETTER,newsletter_subscription,Manage email preferences under Account > Communications. Every newsletter also carries a one-click unsubscribe link.
BELZ,I donot know how I can unsubscribe from your newsletter,NEWSLETTER,newsletter_subscription,Manage email preferences under Account > Communications. Every newsletter also carries a one-click unsubscribe link.
B,I don't know how to subscribe to your company newsletter,NEWSLETTER,newsletter_subscription,Manage email preferences under Account > Communications. Every newsletter also carries a one-click unsubscribe link.
B,help me cancel the subscription to your company newsletter,NEWSLETTER,newsletter_subscription,Manage email preferences under Account > Communications. Every newsletter also carries a one-click unsubscribe link.
BELQZ,i cannot cancel the subscription to ur corpolrate newsletter,NEWSLETTER,newsletter_subscription,Manage email preferences under Account > Communications. Every newsletter also carries a one-click unsubscribe link.
BLQ,help signing up to ur company newsletter,NEWSLETTER,newsletter_subscription,Manage email preferences under Account > Communications. Every newsletter also carries a one-click unsubscribe link.
B,help cancelling the company newsletter subscription,NEWSLETTER,newsletter_subscription,Manage email preferences under Account > Communications. Every newsletter also carries a one-click unsubscribe link.
BL,I don't know what to do to receive your company newsletter,NEWSLETTER,newsletter_subscription,Manage email preferences under Account > Communications. Every newsletter also carries a one-click unsubscribe link.
BLQ,help to receive ur newsletter,NEWSLETTER,newsletter_subscription,Manage email preferences under Account > Communications. Every newsletter also carries a one-click unsubscribe link.
B,I want help canceling the company newsletter subscription,NEWSLETTER,newsletter_subscription,Manage email preferences under Account > Communications. Every newsletter also carries a one-click unsubscribe link.
BIP,could you tell me about the company newsletter subscription?,NEWSLETTER,newsletter_subscription,Manage email preferences under Account > Communications. Every newsletter also carries a one-click unsubscribe link.
B,tell me about the company newsletter subscription,NEWSLETTER,newsletter_subscription,Manage email preferences under Account > Communications. Every newsletter also carries a one-click unsubscribe link.
BIPQ,where could i subscribe to ur company newsletter,NEWSLETTER,newsletter_subscription,Manage email preferences under Account > Communications. Every newsletter also carries a one-click unsubscribe link.
BLZ,assistance to cancel my corporate newsleter subscription,NEWSLETTER,newsletter_subscription,Manage email preferences under Account > Communications. Every newsletter also carries a one-click unsubscribe link.
BL,help me to subscribe to the company newsletter,NEWSLETTER,newsletter_subscription,Manage email preferences under Account > Communications. Every newsletter also carries a one-click unsubscribe link.
BL,I have got to cancel my corporate newsletter subscription,NEWSLETTER,newsletter_subscription,Manage email preferences under Account > Communications. Every newsletter also carries a one-click unsubscribe link.
B,assistance canceling the company newsletter subscription,NEWSLETTER,newsletter_subscription,Manage email preferences under Account > Communications. Every newsletter also carries a one-click unsubscribe link.
BLQZ,help me canceling the subscription  to ur newsletter,NEWSLETTER,newsletter_subscription,Manage email preferences under Account > Communications. Every newsletter also carries a one-click unsubscribe link.
BI,can I subscribe to your company newsletter?,NEWSLETTER,newsletter_subscription,Manage email preferences under Account > Communications. Every newsletter also carries a one-click unsubscribe link.
B,tell me about cancel the company newsletter subscription,NEWSLETTER,newsletter_subscription,Manage email preferences under Account > Communications. Every newsletter also carries a one-click unsubscribe link.
BL,help me to unsubscribe to your corporate newsletter,NEWSLETTER,newsletter_subscription,Manage email preferences under Account > Communications. Every newsletter also carries a one-click unsubscribe link.
BIL,how to see the status of my company newsletter subscription?,NEWSLETTER,newsletter_subscription,Manage email preferences under Account > Communications. Every newsletter also carries a one-click unsubscribe link.
BKLZ,subscribe to newsleter,NEWSLETTER,newsletter_subscription,Manage email preferences under Account > Communications. Every newsletter also carries a one-click unsubscribe link.
B,show me the status of my company newsletter subscription,NEWSLETTER,newsletter_subscription,Manage email preferences under Account > Communications. Every newsletter also carries a one-click unsubscribe link.
BLQ,i want help signing up to the corporate newsletter,NEWSLETTER,newsletter_subscription,Manage email preferences under Account > Communications. Every newsletter also carries a one-click unsubscribe link.
BL,I want assistance receiving your corporate newsletter,NEWSLETTER,newsletter_subscription,Manage email preferences under Account > Communications. Every newsletter also carries a one-click unsubscribe link.
B,I want help to subscribe to your company newsletter,NEWSLETTER,newsletter_subscription,Manage email preferences under Account > Communications. Every newsletter also carries a one-click unsubscribe link.
BI,where to subscribe to your company newsletter?,NEWSLETTER,newsletter_subscription,Manage email preferences under Account > Communications. Every newsletter also carries a one-click unsubscribe link.
B,find information about the company newsletter subscription,NEWSLETTER,newsletter_subscription,Manage email preferences under Account > Communications. Every newsletter also carries a one-click unsubscribe link.
